area_code,area_name,period,indicator,measure,unit,value
E06000055,Bedford,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,63
E08000002,Bury,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,94
E06000015,Derby,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,79
E92000001,England,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,88
E06000006,Halton,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000042,Milton Keynes,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,94
E06000061,North Northamptonshire,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,95
E06000031,Peterborough,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,92
E08000029,Solihull,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000025,South Gloucestershire,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,82
E08000007,Stockport,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000004,Stockton-on-Tees,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,45
E06000030,Swindon,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000020,Telford and Wrekin,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E08000009,Trafford,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000007,Warrington,2021/22 Q1,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,91
E06000055,Bedford,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,90
E08000002,Bury,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000015,Derby,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,69
E92000001,England,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,85
E06000006,Halton,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000042,Milton Keynes,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,67
E06000061,North Northamptonshire,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000031,Peterborough,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,89
E08000029,Solihull,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000025,South Gloucestershire,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,50
E08000007,Stockport,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,90
E06000004,Stockton-on-Tees,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,81
E06000030,Swindon,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000020,Telford and Wrekin,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E08000009,Trafford,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000007,Warrington,2021/22 Q2,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,92
E06000055,Bedford,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E08000002,Bury,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,91
E06000015,Derby,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,92
E92000001,England,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,86
E06000006,Halton,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
E06000042,Milton Keynes,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,88
E06000061,North Northamptonshire,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,96
E06000031,Peterborough,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,87
E08000029,Solihull,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,50
E06000025,South Gloucestershire,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,72
E08000007,Stockport,2021/22 Q3,Percentage of major planning applications decided within 13 weeks or agreed time,Percentage,Applications,100
