area_code,area_name,period,indicator,measure,unit,value
E06000055,Bedford,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,66
E08000002,Bury,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000015,Derby,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,64
E92000001,England,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,81
E06000006,Halton,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000042,Milton Keynes,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,71
E06000061,North Northamptonshire,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,88
E06000031,Peterborough,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,86
E08000029,Solihull,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E06000025,South Gloucestershire,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,47
E08000007,Stockport,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000004,Stockton-on-Tees,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E06000030,Swindon,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,98
E06000020,Telford and Wrekin,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,98
E08000009,Trafford,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,83
E06000007,Warrington,2021/22 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,93
E06000055,Bedford,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,65
E08000002,Bury,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,98
E06000050,Cheshire West and Chester,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,93
E06000015,Derby,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,74
E92000001,England,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,80
E06000006,Halton,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,80
E06000042,Milton Keynes,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,35
E06000061,North Northamptonshire,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,87
E06000031,Peterborough,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,92
E08000029,Solihull,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,73
E06000025,South Gloucestershire,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,60
E08000007,Stockport,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,84
E06000004,Stockton-on-Tees,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,76
E06000030,Swindon,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,86
E06000020,Telford and Wrekin,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,95
E08000009,Trafford,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000007,Warrington,2021/22 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,77
E06000055,Bedford,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,57
E08000002,Bury,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,98
E06000050,Cheshire West and Chester,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,96
E06000015,Derby,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,65
E92000001,England,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,80
E06000006,Halton,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000042,Milton Keynes,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,66
E06000061,North Northamptonshire,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,81
E06000031,Peterborough,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,71
E08000029,Solihull,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,84
E06000025,South Gloucestershire,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,80
E08000007,Stockport,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,94
E06000004,Stockton-on-Tees,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E06000030,Swindon,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,96
E06000020,Telford and Wrekin,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,96
E08000009,Trafford,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,83
E06000007,Warrington,2021/22 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,89
E06000055,Bedford,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,67
E08000002,Bury,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,88
E06000015,Derby,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,78
E92000001,England,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,80
E06000006,Halton,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,76
E06000042,Milton Keynes,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,93
E06000061,North Northamptonshire,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,88
E06000031,Peterborough,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,83
E08000029,Solihull,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,89
E06000025,South Gloucestershire,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,78
E08000007,Stockport,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000004,Stockton-on-Tees,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,72
E06000030,Swindon,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,89
E06000020,Telford and Wrekin,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,95
E08000009,Trafford,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,81
E06000007,Warrington,2021/22 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,85
E06000055,Bedford,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,63
E08000002,Bury,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,91
E06000015,Derby,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,88
E92000001,England,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,82
E06000006,Halton,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,56
E06000042,Milton Keynes,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,97
E06000061,North Northamptonshire,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,89
E06000031,Peterborough,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,76
E08000029,Solihull,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,94
E06000025,South Gloucestershire,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E08000007,Stockport,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,98
E06000004,Stockton-on-Tees,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,85
E06000030,Swindon,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,91
E06000020,Telford and Wrekin,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E08000009,Trafford,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,77
E06000007,Warrington,2022/23 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,86
E06000055,Bedford,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,72
E08000002,Bury,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,97
E06000050,Cheshire West and Chester,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,96
E06000015,Derby,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,82
E92000001,England,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,82
E06000006,Halton,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,29
E06000042,Milton Keynes,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,91
E06000061,North Northamptonshire,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,85
E06000031,Peterborough,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,85
E08000029,Solihull,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000025,South Gloucestershire,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,94
E08000007,Stockport,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000004,Stockton-on-Tees,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,70
E06000030,Swindon,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,95
E06000020,Telford and Wrekin,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,95
E08000009,Trafford,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E06000007,Warrington,2022/23 Q2,Percentage of all minor development planning applications decided in time,Percentage,Applications,85
E06000055,Bedford,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,77
E08000002,Bury,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,92
E06000015,Derby,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,76
E92000001,England,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,83
E06000006,Halton,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,56
E06000042,Milton Keynes,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,88
E06000061,North Northamptonshire,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,76
E06000031,Peterborough,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E08000029,Solihull,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,87
E06000025,South Gloucestershire,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,86
E08000007,Stockport,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,89
E06000004,Stockton-on-Tees,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E06000030,Swindon,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,97
E06000020,Telford and Wrekin,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,93
E08000009,Trafford,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,84
E06000007,Warrington,2022/23 Q3,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000055,Bedford,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,69
E08000002,Bury,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,92
E06000015,Derby,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,88
E92000001,England,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,83
E06000006,Halton,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,78
E06000042,Milton Keynes,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,96
E06000061,North Northamptonshire,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,70
E06000031,Peterborough,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,80
E08000029,Solihull,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,95
E06000025,South Gloucestershire,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E08000007,Stockport,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,96
E06000004,Stockton-on-Tees,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,91
E06000030,Swindon,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,90
E06000020,Telford and Wrekin,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,95
E08000009,Trafford,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,79
E06000007,Warrington,2022/23 Q4,Percentage of all minor development planning applications decided in time,Percentage,Applications,86
E06000055,Bedford,2023/24 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,58
E08000002,Bury,2023/24 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,100
E06000050,Cheshire West and Chester,2023/24 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,84
E06000015,Derby,2023/24 Q1,Percentage of all minor development planning applications decided in time,Percentage,Applications,77
