area_code,area_name,period,indicator,measure,unit,value
E06000007,Warrington,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.3
E06000014,York,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.7
E06000015,Derby,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,8.4
E06000025,South Gloucestershire,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.8
E06000030,Swindon,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6.1
E06000031,Peterborough,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6.6
E06000034,Thurrock,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.5
E06000035,Medway,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,9.8
E06000038,Reading,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.4
E06000042,Milton Keynes,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.6
E06000050,Cheshire West and Chester,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.9
E06000055,Bedford,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.1
E08000002,Bury,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.9
E08000007,Stockport,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.8
E08000009,Trafford,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6.1
E08000029,Solihull,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.8
E92000001,England,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6
