area_code,area_name,period,indicator,measure,unit,value
E06000055,Bedford,2012,Vehicle miles travelled,Frequency,Miles (million),722.9
E08000002,Bury,2012,Vehicle miles travelled,Frequency,Miles (million),985.2
E06000050,Cheshire West and Chester,2012,Vehicle miles travelled,Frequency,Miles (million),2332
E06000015,Derby,2012,Vehicle miles travelled,Frequency,Miles (million),1057.7
E92000001,England LA average,2012,Vehicle miles travelled,Frequency,Miles (million),1717.9
E06000006,Halton,2012,Vehicle miles travelled,Frequency,Miles (million),612
E06000042,Milton Keynes,2012,Vehicle miles travelled,Frequency,Miles (million),1401.3
E06000031,Peterborough,2012,Vehicle miles travelled,Frequency,Miles (million),1038.2
E08000029,Solihull,2012,Vehicle miles travelled,Frequency,Miles (million),1410.1
E06000025,South Gloucestershire,2012,Vehicle miles travelled,Frequency,Miles (million),2325.4
E08000007,Stockport,2012,Vehicle miles travelled,Frequency,Miles (million),1123.2
E06000004,Stockton-on-Tees,2012,Vehicle miles travelled,Frequency,Miles (million),822.8
E06000030,Swindon,2012,Vehicle miles travelled,Frequency,Miles (million),1212.6
E06000020,Telford and Wrekin,2012,Vehicle miles travelled,Frequency,Miles (million),816.4
E08000009,Trafford,2012,Vehicle miles travelled,Frequency,Miles (million),927.5
E06000007,Warrington,2012,Vehicle miles travelled,Frequency,Miles (million),1537
E06000055,Bedford,2013,Vehicle miles travelled,Frequency,Miles (million),733.2
E08000002,Bury,2013,Vehicle miles travelled,Frequency,Miles (million),994.1
E06000050,Cheshire West and Chester,2013,Vehicle miles travelled,Frequency,Miles (million),2351.9
E06000015,Derby,2013,Vehicle miles travelled,Frequency,Miles (million),1044
E92000001,England LA average,2013,Vehicle miles travelled,Frequency,Miles (million),1723.7
E06000006,Halton,2013,Vehicle miles travelled,Frequency,Miles (million),613.1
E06000042,Milton Keynes,2013,Vehicle miles travelled,Frequency,Miles (million),1436.9
E06000031,Peterborough,2013,Vehicle miles travelled,Frequency,Miles (million),1061.8
E08000029,Solihull,2013,Vehicle miles travelled,Frequency,Miles (million),1395.4
