area_code,area_name,period,indicator,measure,unit,value
E09000006,Bromley,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,95
E06000060,Buckinghamshire,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,80
E10000003,Cambridgeshire,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,50
E06000049,Cheshire East,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,88
E92000001,England,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,88
E10000013,Gloucestershire,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,77
E10000015,Hertfordshire,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,89
E10000025,Oxfordshire,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,98
E08000029,Solihull,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,98
E08000007,Stockport,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,86
E10000030,Surrey,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,90
E08000009,Trafford,2017/18,Children looked after who had their annual health assessment,Percentage,Persons,95
E09000006,Bromley,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,91
E06000060,Buckinghamshire,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,92
E10000003,Cambridgeshire,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,81
E06000049,Cheshire East,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,93
E92000001,England,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,90
E10000013,Gloucestershire,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,73
E10000015,Hertfordshire,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,91
E10000025,Oxfordshire,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,98
E08000029,Solihull,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,99
E08000007,Stockport,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,94
E10000030,Surrey,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,90
E08000009,Trafford,2018/19,Children looked after who had their annual health assessment,Percentage,Persons,96
E09000006,Bromley,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,91
E06000060,Buckinghamshire,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,88
E10000003,Cambridgeshire,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,89
E06000049,Cheshire East,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,86
E92000001,England,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,90
E10000013,Gloucestershire,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,90
E10000015,Hertfordshire,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,88
E10000025,Oxfordshire,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,98
E08000029,Solihull,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,99
E08000007,Stockport,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,99
E10000030,Surrey,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,91
E08000009,Trafford,2019/20,Children looked after who had their annual health assessment,Percentage,Persons,87
E09000006,Bromley,2020/21,Children looked after who had their annual health assessment,Percentage,Persons,95
E06000060,Buckinghamshire,2020/21,Children looked after who had their annual health assessment,Percentage,Persons,99
E10000003,Cambridgeshire,2020/21,Children looked after who had their annual health assessment,Percentage,Persons,90
E06000049,Cheshire East,2020/21,Children looked after who had their annual health assessment,Percentage,Persons,86
E92000001,England,2020/21,Children looked after who had their annual health assessment,Percentage,Persons,91
E10000013,Gloucestershire,2020/21,Children looked after who had their annual health assessment,Percentage,Persons,87
