area_code,area_name,period,indicator,measure,unit,value
E06000036,Bracknell Forest,2015/16,Average Progress 8 score,Percentage,Persons,0.1
E09000006,Bromley,2015/16,Average Progress 8 score,Percentage,Persons,0.1
E06000060,Buckinghamshire,2015/16,Average Progress 8 score,Percentage,Persons,NA
E06000056,Central Bedfordshire,2015/16,Average Progress 8 score,Percentage,Persons,-0.1
E06000049,Cheshire East,2015/16,Average Progress 8 score,Percentage,Persons,-0.2
E92000001,England,2015/16,Average Progress 8 score,Percentage,Persons,0
E10000014,Hampshire,2015/16,Average Progress 8 score,Percentage,Persons,0
E10000015,Hertfordshire,2015/16,Average Progress 8 score,Percentage,Persons,0.1
E08000029,Solihull,2015/16,Average Progress 8 score,Percentage,Persons,-0.1
E08000007,Stockport,2015/16,Average Progress 8 score,Percentage,Persons,0
E08000009,Trafford,2015/16,Average Progress 8 score,Percentage,Persons,0.1
E06000014,York,2015/16,Average Progress 8 score,Percentage,Persons,0.1
E06000036,Bracknell Forest,2016/17,Average Progress 8 score,Percentage,Persons,-0.1
E09000006,Bromley,2016/17,Average Progress 8 score,Percentage,Persons,0.1
E06000060,Buckinghamshire,2016/17,Average Progress 8 score,Percentage,Persons,NA
E06000056,Central Bedfordshire,2016/17,Average Progress 8 score,Percentage,Persons,-0.2
E06000049,Cheshire East,2016/17,Average Progress 8 score,Percentage,Persons,0
E92000001,England,2016/17,Average Progress 8 score,Percentage,Persons,0
E10000014,Hampshire,2016/17,Average Progress 8 score,Percentage,Persons,-0.1
E10000015,Hertfordshire,2016/17,Average Progress 8 score,Percentage,Persons,0
E08000029,Solihull,2016/17,Average Progress 8 score,Percentage,Persons,-0.1
E08000007,Stockport,2016/17,Average Progress 8 score,Percentage,Persons,0.1
E08000009,Trafford,2016/17,Average Progress 8 score,Percentage,Persons,0.2
E06000014,York,2016/17,Average Progress 8 score,Percentage,Persons,0.1
E06000036,Bracknell Forest,2017/18,Average Progress 8 score,Percentage,Persons,0.02
E09000006,Bromley,2017/18,Average Progress 8 score,Percentage,Persons,0.03
E06000060,Buckinghamshire,2017/18,Average Progress 8 score,Percentage,Persons,NA
E06000056,Central Bedfordshire,2017/18,Average Progress 8 score,Percentage,Persons,-0.13
E06000049,Cheshire East,2017/18,Average Progress 8 score,Percentage,Persons,0.01
E92000001,England,2017/18,Average Progress 8 score,Percentage,Persons,-0.02
