area_code,area_name,period,indicator,measure,unit,value
E06000049,Cheshire East,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.2
E06000060,Buckinghamshire UA,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.3
E08000007,Stockport,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.8
E08000009,Trafford,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6.1
E08000029,Solihull,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.8
E09000006,Bromley,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3
E10000003,Cambridgeshire,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.7
E10000013,Gloucestershire,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,7.4
E10000015,Hertfordshire,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.3
E10000025,Oxfordshire,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.8
E10000030,Surrey,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.3
E92000001,England,2016/17,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6
E06000049,Cheshire East,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.2
E06000060,Buckinghamshire UA,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6.4
E08000007,Stockport,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.1
E08000009,Trafford,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6
E08000029,Solihull,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6
E09000006,Bromley,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.5
E10000003,Cambridgeshire,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.2
E10000013,Gloucestershire,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6.1
E10000015,Hertfordshire,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.5
E10000025,Oxfordshire,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,7.8
E10000030,Surrey,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.4
E92000001,England,2017/18,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,6
E06000049,Cheshire East,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.2
E06000060,Buckinghamshire UA,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,7.2
E08000007,Stockport,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.4
E08000009,Trafford,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.3
E08000029,Solihull,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.1
E09000006,Bromley,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2
E10000003,Cambridgeshire,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.3
E10000013,Gloucestershire,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.8
E10000015,Hertfordshire,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.4
E10000025,Oxfordshire,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.4
E10000030,Surrey,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4
E92000001,England,2018/19,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.5
E06000049,Cheshire East,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.7
E06000060,Buckinghamshire UA,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,NA
E08000007,Stockport,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.5
E08000009,Trafford,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5
E08000029,Solihull,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.7
E09000006,Bromley,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,1.8
E10000003,Cambridgeshire,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3
E10000013,Gloucestershire,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.5
E10000015,Hertfordshire,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.3
E10000025,Oxfordshire,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.7
E10000030,Surrey,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.8
E92000001,England,2019/20,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.5
E06000049,Cheshire East,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.2
E06000060,Buckinghamshire UA,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,7
E08000007,Stockport,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.8
E08000009,Trafford,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.8
E08000029,Solihull,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.4
E09000006,Bromley,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2
E10000003,Cambridgeshire,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.2
E10000013,Gloucestershire,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4
E10000015,Hertfordshire,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.7
E10000025,Oxfordshire,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.1
E10000030,Surrey,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,9.5
E92000001,England,2020/21,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.5
E06000049,Cheshire East,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2
E06000060,Buckinghamshire UA,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.9
E08000007,Stockport,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.8
E08000009,Trafford,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.1
E08000029,Solihull,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.9
E09000006,Bromley,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,1.5
E10000003,Cambridgeshire,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.9
E10000013,Gloucestershire,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.2
E10000015,Hertfordshire,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3
E10000025,Oxfordshire,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.8
E10000030,Surrey,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,7.9
E92000001,England,2021/22,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.7
E06000049,Cheshire East,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.7
E06000060,Buckinghamshire UA,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,8.5
E08000007,Stockport,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.3
E08000009,Trafford,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.3
E08000029,Solihull,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.9
E09000006,Bromley,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,1.6
E10000003,Cambridgeshire,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.7
E10000013,Gloucestershire,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.3
E10000015,Hertfordshire,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.3
E10000025,Oxfordshire,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.4
E10000030,Surrey,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,15.2
E92000001,England,2022/23,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.2
E06000049,Cheshire East,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,2.9
E06000060,Buckinghamshire UA,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,7
E08000007,Stockport,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.3
E08000009,Trafford,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.9
E08000029,Solihull,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4.9
E09000006,Bromley,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,1.7
E10000003,Cambridgeshire,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.5
E10000013,Gloucestershire,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,3.6
E10000015,Hertfordshire,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,4
E10000025,Oxfordshire,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.1
E10000030,Surrey,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,8.4
E92000001,England,2023/24,"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known",Percentage,Persons,5.4
E06000049,Cheshire East,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.2
E06000060,Buckinghamshire,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.6
E08000007,Stockport,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.1
E08000009,Trafford,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.3
E08000029,Solihull,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.8
E09000006,Bromley,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.6
E10000003,Cambridgeshire,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E10000013,Gloucestershire,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.4
E10000015,Hertfordshire,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.5
E10000025,Oxfordshire,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.6
E10000030,Surrey,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.4
E92000001,England,2019,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E06000049,Cheshire East,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E06000060,Buckinghamshire,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,0.8
E08000007,Stockport,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E08000009,Trafford,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.8
E08000029,Solihull,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3
E09000006,Bromley,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.3
E10000003,Cambridgeshire,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.4
E10000013,Gloucestershire,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.2
E10000015,Hertfordshire,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E10000025,Oxfordshire,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.6
E10000030,Surrey,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.5
E92000001,England,2020,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.7
E06000049,Cheshire East,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.2
E06000060,Buckinghamshire,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.5
E08000007,Stockport,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3
E08000009,Trafford,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.3
E08000029,Solihull,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.6
E09000006,Bromley,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.7
E10000003,Cambridgeshire,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.7
E10000013,Gloucestershire,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.5
E10000015,Hertfordshire,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.7
E10000025,Oxfordshire,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.5
E10000030,Surrey,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.4
E92000001,England,2021,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.8
E06000049,Cheshire East,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.9
E06000060,Buckinghamshire,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.1
E08000007,Stockport,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E08000009,Trafford,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.6
E08000029,Solihull,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.2
E09000006,Bromley,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.2
E10000003,Cambridgeshire,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E10000013,Gloucestershire,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.2
E10000015,Hertfordshire,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.2
E10000025,Oxfordshire,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.7
E10000030,Surrey,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.1
E92000001,England,2022,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.6
E06000049,Cheshire East,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.5
E06000060,Buckinghamshire,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.5
E08000007,Stockport,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.1
E08000009,Trafford,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.9
E08000029,Solihull,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.9
E09000006,Bromley,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.2
E10000003,Cambridgeshire,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.5
E10000013,Gloucestershire,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.4
E10000015,Hertfordshire,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.3
E10000025,Oxfordshire,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.8
E10000030,Surrey,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,0.9
E92000001,England,2023,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.8
E06000049,Cheshire East,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.8
E06000060,Buckinghamshire,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.8
E08000007,Stockport,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,4.1
E08000009,Trafford,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.1
E08000029,Solihull,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,4.1
E09000006,Bromley,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.3
E10000003,Cambridgeshire,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.3
E10000013,Gloucestershire,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.5
E10000015,Hertfordshire,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.1
E10000025,Oxfordshire,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.2
E10000030,Surrey,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.2
E92000001,England,2024,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.2
E06000049,Cheshire East,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.6
E06000060,Buckinghamshire,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.4
E08000007,Stockport,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,4.2
E08000009,Trafford,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.3
E08000029,Solihull,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,4.2
E09000006,Bromley,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,1.7
E10000003,Cambridgeshire,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.4
E10000013,Gloucestershire,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.9
E10000015,Hertfordshire,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.8
E10000025,Oxfordshire,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2.7
E10000030,Surrey,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,2
E92000001,England,2025,"16-17 year olds not in education, employment or training (NEET)",Percentage,Persons,3.4
