area_code,area_name,period,indicator,measure,unit,value
E06000036,Bracknell Forest,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.5
E09000006,Bromley,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.8
E06000060,Buckinghamshire,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.9
E06000056,Central Bedfordshire,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.1
E06000049,Cheshire East,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.5
E92000001,England,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,91.9
E10000014,Hampshire,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.3
E10000015,Hertfordshire,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.1
E08000029,Solihull,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.7
E08000007,Stockport,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.2
E08000009,Trafford,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,97.7
E06000014,York,2015/16,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.3
E06000036,Bracknell Forest,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.6
E09000006,Bromley,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,85.9
E06000060,Buckinghamshire,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.5
E06000056,Central Bedfordshire,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.6
E06000049,Cheshire East,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.5
E92000001,England,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,91.6
E10000014,Hampshire,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.5
E10000015,Hertfordshire,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.8
E08000029,Solihull,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.4
E08000007,Stockport,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.4
E08000009,Trafford,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,96.1
E06000014,York,2016/17,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.2
E06000036,Bracknell Forest,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.3
E09000006,Bromley,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.8
E06000060,Buckinghamshire,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.3
E06000056,Central Bedfordshire,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.5
E06000049,Cheshire East,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.4
E92000001,England,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,91.2
E10000014,Hampshire,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.3
E10000015,Hertfordshire,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.2
E08000029,Solihull,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.1
E08000007,Stockport,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.8
E08000009,Trafford,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,96.5
E06000014,York,2017/18,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.3
E06000036,Bracknell Forest,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.5
E09000006,Bromley,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.9
E06000060,Buckinghamshire,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.3
E06000056,Central Bedfordshire,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.5
E06000049,Cheshire East,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.4
E92000001,England,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.3
E10000014,Hampshire,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.2
E10000015,Hertfordshire,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.4
E08000029,Solihull,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.3
E08000007,Stockport,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95
E08000009,Trafford,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.8
E06000014,York,2018/19,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93
E06000036,Bracknell Forest,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,95.5
E09000006,Bromley,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.7
E06000060,Buckinghamshire,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,93.1
E06000056,Central Bedfordshire,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94
E06000049,Cheshire East,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,92.8
E92000001,England,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,90.6
E10000014,Hampshire,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94
E10000015,Hertfordshire,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,89.4
E08000029,Solihull,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,88.6
E08000007,Stockport,2019/20,Population vaccination coverage: MMR for one dose (2 years old),Percentage,Persons,94.4
