area_code,area_name,period,indicator,measure,unit,value
E92000001,England,Jun 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.8
E92000001,England,Jul 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.2
E92000001,England,Aug 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.3
E92000001,England,Sep 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.5
E92000001,England,Oct 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.3
E92000001,England,Nov 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.2
E92000001,England,Dec 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.3
E92000001,England,Jan 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.3
E92000001,England,Feb 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.2
E92000001,England,Mar 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.5
E92000001,England,Apr 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79.1
E92000001,England,May 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79.1
E92000001,England,Jun 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79.3
E92000001,England,Jul 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79.1
E92000001,England,Aug 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79.2
E92000001,England,Sep 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79.2
E92000001,England,Oct 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,79
E92000001,England,Nov 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.8
E92000001,England,Dec 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,78.5
E92000001,England,Jan 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77.8
E92000001,England,Feb 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77.7
E92000001,England,Mar 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77.4
E92000001,England,Apr 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77.2
E92000001,England,May 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77.2
E92000001,England,Jun 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77.1
E92000001,England,Jul 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,77
E92000001,England,Aug 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,76.9
E92000001,England,Sep 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,76.8
E92000001,England,Oct 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,76.7
E92000001,England,Nov 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,76.5
E06000036,Bracknell Forest,Jun 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Jul 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Aug 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Sep 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Oct 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Nov 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Dec 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Jan 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Feb 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,60
E06000036,Bracknell Forest,Mar 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Apr 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,May 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Jun 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Jul 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Aug 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Sep 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Oct 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Nov 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Dec 2023,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Jan 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Feb 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Mar 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Apr 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,May 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Jun 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Jul 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Aug 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Sep 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Oct 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000036,Bracknell Forest,Nov 2024,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,66.7
E06000040,Windsor and Maidenhead,Jun 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,82.1
E06000040,Windsor and Maidenhead,Jul 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,81.6
E06000040,Windsor and Maidenhead,Aug 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,81.6
E06000040,Windsor and Maidenhead,Sep 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,84.2
E06000040,Windsor and Maidenhead,Oct 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,86.8
E06000040,Windsor and Maidenhead,Nov 2022,Percentage of care homes rated overall as good or outstanding,Percentage,Care Homes,86.8
